x, f, u_gen, u_spec, u_LU
2.5825825826e-01, -3.6581398616e+05, 6.7019608794e-01, 7.7871262212e-02, 3.6367386554e-01
2.5925925926e-01, -3.6724763751e+05, 6.6993987042e-01, 2.8691036536e-01, 3.6510457234e-01
2.6026026026e-01, -3.6867771076e+05, 6.6967618526e-01, 7.8496115122e-02, 3.6653172250e-01
2.6126126126e-01, -3.7010420143e+05, 6.6940510684e-01, 2.8914343664e-01, 3.6795531140e-01
2.6226226226e-01, -3.7152710529e+05, 6.6912670881e-01, 7.9113835964e-02, 3.6937533465e-01
2.6326326326e-01, -3.7294641831e+05, 6.6884106405e-01, 2.9136936700e-01, 3.7079178812e-01
2.6426426426e-01, -3.7436213674e+05, 6.6854824476e-01, 7.9724407506e-02, 3.7220466789e-01
2.6526526527e-01, -3.7577425703e+05, 6.6824832238e-01, 2.9358814016e-01, 3.7361397030e-01
2.6626626627e-01, -3.7718277587e+05, 6.6794136768e-01, 8.0327814403e-02, 3.7501969189e-01
2.6726726727e-01, -3.7858769017e+05, 6.6762745068e-01, 2.9579974169e-01, 3.7642182945e-01
2.6826826827e-01, -3.7998899706e+05, 6.6730664074e-01, 8.0924043148e-02, 3.7782037998e-01
2.6926926927e-01, -3.8138669390e+05, 6.6697900650e-01, 2.9800415899e-01, 3.7921534070e-01
2.7027027027e-01, -3.8278077826e+05, 6.6664461595e-01, 8.1513082016e-02, 3.8060670903e-01
2.7127127127e-01, -3.8417124789e+05, 6.6630353636e-01, 3.0020138119e-01, 3.8199448264e-01
2.7227227227e-01, -3.8555810080e+05, 6.6595583438e-01, 8.2094921009e-02, 3.8337865937e-01
2.7327327327e-01, -3.8694133516e+05, 6.6560157594e-01, 3.0239139916e-01, 3.8475923728e-01
2.7427427427e-01, -3.8832094938e+05, 6.6524082637e-01, 8.2669551808e-02, 3.8613621463e-01
2.7527527528e-01, -3.8969694203e+05, 6.6487365031e-01, 3.0457420539e-01, 3.8750958990e-01
2.7627627628e-01, -3.9106931190e+05, 6.6450011176e-01, 8.3236967724e-02, 3.8887936173e-01
2.7727727728e-01, -3.9243805797e+05, 6.6412027411e-01, 3.0674979398e-01, 3.9024552898e-01
2.7827827828e-01, -3.9380317941e+05, 6.6373420008e-01, 8.3797163642e-02, 3.9160809069e-01
2.7927927928e-01, -3.9516467557e+05, 6.6334195180e-01, 3.0891816060e-01, 3.9296704609e-01
2.8028028028e-01, -3.9652254598e+05, 6.6294359076e-01, 8.4350135982e-02, 3.9432239461e-01
2.8128128128e-01, -3.9787679037e+05, 6.6253917784e-01, 3.1107930240e-01, 3.9567413582e-01
2.8228228228e-01, -3.9922740864e+05, 6.6212877333e-01, 8.4895882646e-02, 3.9702226952e-01
2.8328328328e-01, -4.0057440085e+05, 6.6171243689e-01, 3.1323321803e-01, 3.9836679565e-01
2.8428428428e-01, -4.0191776725e+05, 6.6129022761e-01, 8.5434402977e-02, 3.9970771433e-01
2.8528528529e-01, -4.0325750825e+05, 6.6086220398e-01, 3.1537990752e-01, 4.0104502587e-01
2.8628628629e-01, -4.0459362445e+05, 6.6042842392e-01, 8.5965697712e-02, 4.0237873073e-01
2.8728728729e-01, -4.0592611658e+05, 6.5998894476e-01, 3.1751937229e-01, 4.0370882953e-01
2.8828828829e-01, -4.0725498556e+05, 6.5954382326e-01, 8.6489768938e-02, 4.0503532308e-01
2.8928928929e-01, -4.0858023245e+05, 6.5909311562e-01, 3.1965161509e-01, 4.0635821231e-01
2.9029029029e-01, -4.0990185848e+05, 6.5863687748e-01, 8.7006620053e-02, 4.0767749836e-01
2.9129129129e-01, -4.1121986504e+05, 6.5817516393e-01, 3.2177663995e-01, 4.0899318247e-01
2.9229229229e-01, -4.1253425365e+05, 6.5770802950e-01, 8.7516255722e-02, 4.1030526608e-01
2.9329329329e-01, -4.1384502600e+05, 6.5723552817e-01, 3.2389445217e-01, 4.1161375074e-01
2.9429429429e-01, -4.1515218391e+05, 6.5675771342e-01, 8.8018681839e-02, 4.1291863817e-01
2.9529529530e-01, -4.1645572936e+05, 6.5627463815e-01, 3.2600505823e-01, 4.1421993025e-01
2.9629629630e-01, -4.1775566447e+05, 6.5578635477e-01, 8.8513905486e-02, 4.1551762897e-01
2.9729729730e-01, -4.1905199149e+05, 6.5529291514e-01, 3.2810846579e-01, 4.1681173647e-01
2.9829829830e-01, -4.2034471283e+05, 6.5479437063e-01, 8.9001934895e-02, 4.1810225505e-01
2.9929929930e-01, -4.2163383100e+05, 6.5429077207e-01, 3.3020468365e-01, 4.1938918713e-01
3.0030030030e-01, -4.2291934867e+05, 6.5378216982e-01, 8.9482779411e-02, 4.2067253525e-01
3.0130130130e-01, -4.2420126863e+05, 6.5326861369e-01, 3.3229372170e-01, 4.2195230212e-01
3.0230230230e-01, -4.2547959382e+05, 6.5275015305e-01, 8.9956449458e-02, 4.2322849053e-01
3.0330330330e-01, -4.2675432728e+05, 6.5222683673e-01, 3.3437559088e-01, 4.2450110344e-01
3.0430430430e-01, -4.2802547218e+05, 6.5169871309e-01, 9.0422956498e-02, 4.2577014391e-01
3.0530530531e-01, -4.2929303181e+05, 6.5116583002e-01, 3.3645030316e-01, 4.2703561514e-01
3.0630630631e-01, -4.3055700961e+05, 6.5062823493e-01, 9.0882313003e-02, 4.2829752044e-01
3.0730730731e-01, -4.3181740910e+05, 6.5008597474e-01, 3.3851787152e-01, 4.2955586324e-01
3.0830830831e-01, -4.3307423394e+05, 6.4953909593e-01, 9.1334532416e-02, 4.3081064709e-01
3.0930930931e-01, -4.3432748788e+05, 6.4898764448e-01, 3.4057830985e-01, 4.3206187566e-01
3.1031031031e-01, -4.3557717482e+05, 6.4843166595e-01, 9.1779629122e-02, 4.3330955271e-01
3.1131131131e-01, -4.3682329873e+05, 6.4787120543e-01, 3.4263163302e-01, 4.3455368214e-01
3.1231231231e-01, -4.3806586372e+05, 6.4730630755e-01, 9.2217618410e-02, 4.3579426794e-01
3.1331331331e-01, -4.3930487399e+05, 6.4673701652e-01, 3.4467785674e-01, 4.3703131422e-01
3.1431431431e-01, -4.4054033385e+05, 6.4616337608e-01, 9.2648516452e-02, 4.3826482519e-01
3.1531531532e-01, -4.4177224771e+05, 6.4558542957e-01, 3.4671699762e-01, 4.3949480516e-01
3.1631631632e-01, -4.4300062008e+05, 6.4500321986e-01, 9.3072340261e-02, 4.4072125854e-01
3.1731731732e-01, -4.4422545557e+05, 6.4441678943e-01, 3.4874907309e-01, 4.4194418985e-01
3.1831831832e-01, -4.4544675889e+05, 6.4382618030e-01, 9.3489107670e-02, 4.4316360370e-01
3.1931931932e-01, -4.4666453485e+05, 6.4323143410e-01, 3.5077410136e-01, 4.4437950479e-01
3.2032032032e-01, -4.4787878835e+05, 6.4263259204e-01, 9.3898837297e-02, 4.4559189794e-01
3.2132132132e-01, -4.4908952437e+05, 6.4202969491e-01, 3.5279210145e-01, 4.4680078802e-01
3.2232232232e-01, -4.5029674799e+05, 6.4142278309e-01, 9.4301548522e-02, 4.4800618004e-01
3.2332332332e-01, -4.5150046439e+05, 6.4081189658e-01, 3.5480309311e-01, 4.4920807907e-01
3.2432432432e-01, -4.5270067881e+05, 6.4019707497e-01, 9.4697261456e-02, 4.5040649026e-01
3.2532532533e-01, -4.5389739661e+05, 6.3957835744e-01, 3.5680709679e-01, 4.5160141887e-01
3.2632632633e-01, -4.5509062321e+05, 6.3895578280e-01, 9.5085996915e-02, 4.5279287024e-01
3.2732732733e-01, -4.5628036412e+05, 6.3832938947e-01, 3.5880413367e-01, 4.5398084977e-01
3.2832832833e-01, -4.5746662492e+05, 6.3769921549e-01, 9.5467776394e-02, 4.5516536297e-01
3.2932932933e-01, -4.5864941129e+05, 6.3706529850e-01, 3.6079422556e-01, 4.5634641541e-01
3.3033033033e-01, -4.5982872896e+05, 6.3642767579e-01, 9.5842622040e-02, 4.5752401275e-01
3.3133133133e-01, -4.6100458377e+05, 6.3578638427e-01, 3.6277739492e-01, 4.5869816072e-01
3.3233233233e-01, -4.6217698160e+05, 6.3514146048e-01, 9.6210556633e-02, 4.5986886514e-01
3.3333333333e-01, -4.6334592843e+05, 6.3449294059e-01, 3.6475366486e-01, 4.6103613187e-01
3.3433433433e-01, -4.6451143030e+05, 6.3384086044e-01, 9.6571603553e-02, 4.6219996688e-01
3.3533533534e-01, -4.6567349331e+05, 6.3318525546e-01, 3.6672305902e-01, 4.6336037618e-01
3.3633633634e-01, -4.6683212366e+05, 6.3252616078e-01, 9.6925786764e-02, 4.6451736588e-01
3.3733733734e-01, -4.6798732758e+05, 6.3186361115e-01, 3.6868560168e-01, 4.6567094213e-01
3.3833833834e-01, -4.6913911140e+05, 6.3119764098e-01, 9.7273130787e-02, 4.6682111117e-01
3.3933933934e-01, -4.7028748148e+05, 6.3052828434e-01, 3.7064131760e-01, 4.6796787928e-01
3.4034034034e-01, -4.7143244427e+05, 6.2985557497e-01, 9.7613660677e-02, 4.6911125282e-01
3.4134134134e-01, -4.7257400628e+05, 6.2917954624e-01, 3.7259023212e-01, 4.7025123821e-01
3.4234234234e-01, -4.7371217407e+05, 6.2850023124e-01, 9.7947402007e-02, 4.7138784194e-01
3.4334334334e-01, -4.7484695426e+05, 6.2781766267e-01, 3.7453237104e-01, 4.7252107054e-01
3.4434434434e-01, -4.7597835354e+05, 6.2713187297e-01, 9.8274380840e-02, 4.7365093062e-01
3.4534534535e-01, -4.7710637864e+05, 6.2644289419e-01, 3.7646776068e-01, 4.7477742884e-01
3.4634634635e-01, -4.7823103636e+05, 6.2575075812e-01, 9.8594623710e-02, 4.7590057189e-01
3.4734734735e-01, -4.7935233355e+05, 6.2505549618e-01, 3.7839642780e-01, 4.7702036656e-01
3.4834834835e-01, -4.8047027711e+05, 6.2435713953e-01, 9.8908157607e-02, 4.7813681967e-01
3.4934934935e-01, -4.8158487400e+05, 6.2365571899e-01, 3.8031839960e-01, 4.7924993809e-01
3.5035035035e-01, -4.8269613122e+05, 6.2295126506e-01, 9.9215009949e-02, 4.8035972875e-01
3.5135135135e-01, -4.8380405583e+05, 6.2224380796e-01, 3.8223370371e-01, 4.8146619862e-01
3.5235235235e-01, -4.8490865492e+05, 6.2153337761e-01, 9.9515208571e-02, 4.8256935473e-01
3.5335335335e-01, -4.8600993566e+05, 6.2082000361e-01, 3.8414236817e-01, 4.8366920416e-01
3.5435435435e-01, -4.8710790524e+05, 6.2010371529e-01, 9.9808781701e-02, 4.8476575402e-01
3.5535535536e-01, -4.8820257089e+05, 6.1938454168e-01, 3.8604442139e-01, 4.8585901148e-01
3.5635635636e-01, -4.8929393992e+05, 6.1866251150e-01, 1.0009575794e-01, 4.8694898374e-01
3.5735735736e-01, -4.9038201965e+05, 6.1793765322e-01, 3.8793989216e-01, 4.8803567808e-01
3.5835835836e-01, -4.9146681744e+05, 6.1720999500e-01, 1.0037616627e-01, 4.8911910177e-01
3.5935935936e-01, -4.9254834072e+05, 6.1647956473e-01, 3.8982880963e-01, 4.9019926216e-01
3.6036036036e-01, -4.9362659694e+05, 6.1574639002e-01, 1.0065003597e-01, 4.9127616663e-01
3.6136136136e-01, -4.9470159358e+05, 6.1501049820e-01, 3.9171120325e-01, 4.9234982260e-01
3.6236236236e-01, -4.9577333819e+05, 6.1427191634e-01, 1.0091739669e-01, 4.9342023752e-01
3.6336336336e-01, -4.9684183832e+05, 6.1353067122e-01, 3.9358710282e-01, 4.9448741889e-01
3.6436436436e-01, -4.9790710158e+05, 6.1278678939e-01, 1.0117827837e-01, 4.9555137423e-01
3.6536536537e-01, -4.9896913560e+05, 6.1204029708e-01, 3.9545653843e-01, 4.9661211112e-01
3.6636636637e-01, -5.0002794807e+05, 6.1129122032e-01, 1.0143271124e-01, 4.9766963715e-01
3.6736736737e-01, -5.0108354667e+05, 6.1053958483e-01, 3.9731954046e-01, 4.9872395996e-01
3.6836836837e-01, -5.0213593916e+05, 6.0978541611e-01, 1.0168072582e-01, 4.9977508721e-01
3.6936936937e-01, -5.0318513330e+05, 6.0902873939e-01, 3.9917613955e-01, 5.0082302661e-01
3.7037037037e-01, -5.0423113689e+05, 6.0826957964e-01, 1.0192235288e-01, 5.0186778588e-01
3.7137137137e-01, -5.0527395776e+05, 6.0750796159e-01, 4.0102636660e-01, 5.0290937278e-01
3.7237237237e-01, -5.0631360376e+05, 6.0674390974e-01, 1.0215762344e-01, 5.0394779510e-01
3.7337337337e-01, -5.0735008279e+05, 6.0597744832e-01, 4.0287025276e-01, 5.0498306066e-01
3.7437437437e-01, -5.0838340275e+05, 6.0520860133e-01, 1.0238656878e-01, 5.0601517730e-01
3.7537537538e-01, -5.0941357158e+05, 6.0443739253e-01, 4.0470782941e-01, 5.0704415290e-01
3.7637637638e-01, -5.1044059725e+05, 6.0366384545e-01, 1.0260922036e-01, 5.0806999535e-01
3.7737737738e-01, -5.1146448774e+05, 6.0288798337e-01, 4.0653912812e-01, 5.0909271257e-01
3.7837837838e-01, -5.1248525108e+05, 6.0210982936e-01, 1.0282560988e-01, 5.1011231251e-01
3.7937937938e-01, -5.1350289528e+05, 6.0132940623e-01, 4.0836418068e-01, 5.1112880314e-01
3.8038038038e-01, -5.1451742842e+05, 6.0054673660e-01, 1.0303576922e-01, 5.1214219245e-01
3.8138138138e-01, -5.1552885856e+05, 5.9976184284e-01, 4.1018301908e-01, 5.1315248845e-01
3.8238238238e-01, -5.1653719382e+05, 5.9897474709e-01, 1.0323973044e-01, 5.1415969918e-01
3.8338338338e-01, -5.1754244230e+05, 5.9818547129e-01, 4.1199567546e-01, 5.1516383269e-01
3.8438438438e-01, -5.1854461215e+05, 5.9739403716e-01, 1.0343752579e-01, 5.1616489707e-01
3.8538538539e-01, -5.1954371152e+05, 5.9660046619e-01, 4.1380218214e-01, 5.1716290039e-01
3.8638638639e-01, -5.2053974859e+05, 5.9580477967e-01, 1.0362918765e-01, 5.1815785079e-01
3.8738738739e-01, -5.2153273156e+05, 5.9500699866e-01, 4.1560257159e-01, 5.1914975637e-01
3.8838838839e-01, -5.2252266862e+05, 5.9420714403e-01, 1.0381474857e-01, 5.2013862530e-01
3.8938938939e-01, -5.2350956801e+05, 5.9340523643e-01, 4.1739687641e-01, 5.2112446573e-01
3.9039039039e-01, -5.2449343796e+05, 5.9260129630e-01, 1.0399424121e-01, 5.2210728583e-01
3.9139139139e-01, -5.2547428672e+05, 5.9179534390e-01, 4.1918512935e-01, 5.2308709382e-01
3.9239239239e-01, -5.2645212257e+05, 5.9098739927e-01, 1.0416769839e-01, 5.2406389788e-01
3.9339339339e-01, -5.2742695378e+05, 5.9017748224e-01, 4.2096736326e-01, 5.2503770624e-01
3.9439439439e-01, -5.2839878865e+05, 5.8936561246e-01, 1.0433515301e-01, 5.2600852713e-01
3.9539539540e-01, -5.2936763547e+05, 5.8855180939e-01, 4.2274361111e-01, 5.2697636880e-01
3.9639639640e-01, -5.3033350257e+05, 5.8773609227e-01, 1.0449663809e-01, 5.2794123950e-01
3.9739739740e-01, -5.3129639828e+05, 5.8691848018e-01, 4.2451390596e-01, 5.2890314751e-01
3.9839839840e-01, -5.3225633092e+05, 5.8609899198e-01, 1.0465218674e-01, 5.2986210109e-01
3.9939939940e-01, -5.3321330885e+05, 5.8527764636e-01, 4.2627828097e-01, 5.3081810854e-01
4.0040040040e-01, -5.3416734041e+05, 5.8445446183e-01, 1.0480183215e-01, 5.3177117815e-01
4.0140140140e-01, -5.3511843398e+05, 5.8362945670e-01, 4.2803676937e-01, 5.3272131824e-01
4.0240240240e-01, -5.3606659791e+05, 5.8280264909e-01, 1.0494560759e-01, 5.3366853710e-01
4.0340340340e-01, -5.3701184060e+05, 5.8197405697e-01, 4.2978940446e-01, 5.3461284307e-01
4.0440440440e-01, -5.3795417041e+05, 5.8114369811e-01, 1.0508354640e-01, 5.3555424447e-01
4.0540540541e-01, -5.3889359575e+05, 5.8031159010e-01, 4.3153621960e-01, 5.3649274963e-01
4.0640640641e-01, -5.3983012501e+05, 5.7947775037e-01, 1.0521568196e-01, 5.3742836691e-01
4.0740740741e-01, -5.4076376659e+05, 5.7864219617e-01, 4.3327724821e-01, 5.3836110463e-01
4.0840840841e-01, -5.4169452889e+05, 5.7780494456e-01, 1.0534204771e-01, 5.3929097116e-01
4.0940940941e-01, -5.4262242033e+05, 5.7696601247e-01, 4.3501252375e-01, 5.4021797484e-01
4.1041041041e-01, -5.4354744931e+05, 5.7612541661e-01, 1.0546267714e-01, 5.4114212404e-01
4.1141141141e-01, -5.4446962426e+05, 5.7528317358e-01, 4.3674207970e-01, 5.4206342712e-01
4.1241241241e-01, -5.4538895358e+05, 5.7443929976e-01, 1.0557760374e-01, 5.4298189245e-01
4.1341341341e-01, -5.4630544571e+05, 5.7359381142e-01, 4.3846594960e-01, 5.4389752838e-01
4.1441441441e-01, -5.4721910905e+05, 5.7274672461e-01, 1.0568686105e-01, 5.4481034329e-01
4.1541541542e-01, -5.4812995205e+05, 5.7189805527e-01, 4.4018416698e-01, 5.4572034556e-01
4.1641641642e-01, -5.4903798311e+05, 5.7104781917e-01, 1.0579048262e-01, 5.4662754354e-01
4.1741741742e-01, -5.4994321066e+05, 5.7019603189e-01, 4.4189676540e-01, 5.4753194563e-01
4.1841841842e-01, -5.5084564314e+05, 5.6934270890e-01, 1.0588850200e-01, 5.4843356018e-01
4.1941941942e-01, -5.5174528895e+05, 5.6848786549e-01, 4.4360377841e-01, 5.4933239556e-01
4.2042042042e-01, -5.5264215652e+05, 5.6763151680e-01, 1.0598095276e-01, 5.5022846016e-01
4.2142142142e-01, -5.5353625428e+05, 5.6677367783e-01, 4.4530523956e-01, 5.5112176234e-01
4.2242242242e-01, -5.5442759063e+05, 5.6591436342e-01, 1.0606786844e-01, 5.5201231048e-01
4.2342342342e-01, -5.5531617401e+05, 5.6505358826e-01, 4.4700118242e-01, 5.5290011292e-01
4.2442442442e-01, -5.5620201281e+05, 5.6419136690e-01, 1.0614928259e-01, 5.5378517805e-01
4.2542542543e-01, -5.5708511546e+05, 5.6332771375e-01, 4.4869164050e-01, 5.5466751422e-01
4.2642642643e-01, -5.5796549035e+05, 5.6246264307e-01, 1.0622522872e-01, 5.5554712980e-01
4.2742742743e-01, -5.5884314590e+05, 5.6159616898e-01, 4.5037664733e-01, 5.5642403312e-01
4.2842842843e-01, -5.5971809050e+05, 5.6072830545e-01, 1.0629574033e-01, 5.5729823256e-01
4.2942942943e-01, -5.6059033254e+05, 5.5985906633e-01, 4.5205623637e-01, 5.5816973645e-01
4.3043043043e-01, -5.6145988042e+05, 5.5898846531e-01, 1.0636085090e-01, 5.5903855313e-01
4.3143143143e-01, -5.6232674251e+05, 5.5811651597e-01, 4.5373044108e-01, 5.5990469095e-01
4.3243243243e-01, -5.6319092721e+05, 5.5724323172e-01, 1.0642059384e-01, 5.6076815823e-01
4.3343343343e-01, -5.6405244287e+05, 5.5636862586e-01, 4.5539929487e-01, 5.6162896331e-01
4.3443443443e-01, -5.6491129787e+05, 5.5549271157e-01, 1.0647500255e-01, 5.6248711449e-01
4.3543543544e-01, -5.6576750057e+05, 5.5461550187e-01, 4.5706283110e-01, 5.6334262010e-01
4.3643643644e-01, -5.6662105931e+05, 5.5373700965e-01, 1.0652411036e-01, 5.6419548844e-01
4.3743743744e-01, -5.6747198245e+05, 5.5285724771e-01, 4.5872108308e-01, 5.6504572781e-01
4.3843843844e-01, -5.6832027832e+05, 5.5197622868e-01, 1.0656795056e-01, 5.6589334651e-01
4.3943943944e-01, -5.6916595524e+05, 5.5109396508e-01, 4.6037408407e-01, 5.6673835281e-01
4.4044044044e-01, -5.7000902156e+05, 5.5021046932e-01, 1.0660655637e-01, 5.6758075500e-01
4.4144144144e-01, -5.7084948556e+05, 5.4932575365e-01, 4.6202186726e-01, 5.6842056135e-01
4.4244244244e-01, -5.7168735557e+05, 5.4843983024e-01, 1.0663996096e-01, 5.6925778011e-01
4.4344344344e-01, -5.7252263987e+05, 5.4755271111e-01, 4.6366446580e-01, 5.7009241954e-01
4.4444444444e-01, -5.7335534675e+05, 5.4666440817e-01, 1.0666819743e-01, 5.7092448787e-01
4.4544544545e-01, -5.7418548449e+05, 5.4577493322e-01, 4.6530191272e-01, 5.7175399335e-01
4.4644644645e-01, -5.7501306135e+05, 5.4488429792e-01, 1.0669129879e-01, 5.7258094419e-01
4.4744744745e-01, -5.7583808559e+05, 5.4399251383e-01, 4.6693424102e-01, 5.7340534861e-01
4.4844844845e-01, -5.7666056544e+05, 5.4309959240e-01, 1.0670929799e-01, 5.7422721482e-01
4.4944944945e-01, -5.7748050916e+05, 5.4220554495e-01, 4.6856148360e-01, 5.7504655099e-01
4.5045045045e-01, -5.7829792496e+05, 5.4131038270e-01, 1.0672222789e-01, 5.7586336533e-01
4.5145145145e-01, -5.7911282105e+05, 5.4041411675e-01, 4.7018367329e-01, 5.7667766599e-01
4.5245245245e-01, -5.7992520564e+05, 5.3951675809e-01, 1.0673012128e-01, 5.7748946113e-01
4.5345345345e-01, -5.8073508690e+05, 5.3861831762e-01, 4.7180084282e-01, 5.7829875891e-01
4.5445445445e-01, -5.8154247303e+05, 5.3771880609e-01, 1.0673301083e-01, 5.7910556747e-01
4.5545545546e-01, -5.8234737219e+05, 5.3681823419e-01, 4.7341302482e-01, 5.7990989492e-01
4.5645645646e-01, -5.8314979252e+05, 5.3591661247e-01, 1.0673092915e-01, 5.8071174937e-01
4.5745745746e-01, -5.8394974216e+05, 5.3501395139e-01, 4.7502025184e-01, 5.8151113894e-01
4.5845845846e-01, -5.8474722926e+05, 5.3411026130e-01, 1.0672390873e-01, 5.8230807170e-01
4.5945945946e-01, -5.8554226191e+05, 5.3320555244e-01, 4.7662255634e-01, 5.8310255573e-01
4.6046046046e-01, -5.8633484822e+05, 5.3229983498e-01, 1.0671198196e-01, 5.8389459910e-01
4.6146146146e-01, -5.8712499627e+05, 5.3139311895e-01, 4.7821997065e-01, 5.8468420984e-01
4.6246246246e-01, -5.8791271415e+05, 5.3048541429e-01, 1.0669518114e-01, 5.8547139600e-01
4.6346346346e-01, -5.8869800990e+05, 5.2957673086e-01, 4.7981252701e-01, 5.8625616560e-01
4.6446446446e-01, -5.8948089158e+05, 5.2866707840e-01, 1.0667353845e-01, 5.8703852664e-01
4.6546546547e-01, -5.9026136721e+05, 5.2775646657e-01, 4.8140025756e-01, 5.8781848712e-01
4.6646646647e-01, -5.9103944481e+05, 5.2684490492e-01, 1.0664708597e-01, 5.8859605501e-01
4.6746746747e-01, -5.9181513239e+05, 5.2593240291e-01, 4.8298319430e-01, 5.8937123829e-01
4.6846846847e-01, -5.9258843792e+05, 5.2501896991e-01, 1.0661585565e-01, 5.9014404490e-01
4.6946946947e-01, -5.9335936939e+05, 5.2410461519e-01, 4.8456136914e-01, 5.9091448277e-01
4.7047047047e-01, -5.9412793475e+05, 5.2318934792e-01, 1.0657987933e-01, 5.9168255983e-01
4.7147147147e-01, -5.9489414194e+05, 5.2227317721e-01, 4.8613481386e-01, 5.9244828398e-01
4.7247247247e-01, -5.9565799889e+05, 5.2135611204e-01, 1.0653918874e-01, 5.9321166311e-01
4.7347347347e-01, -5.9641951350e+05, 5.2043816133e-01, 4.8770356013e-01, 5.9397270511e-01
4.7447447447e-01, -5.9717869368e+05, 5.1951933390e-01, 1.0649381547e-01, 5.9473141781e-01
4.7547547548e-01, -5.9793554730e+05, 5.1859963848e-01, 4.8926763947e-01, 5.9548780907e-01
4.7647647648e-01, -5.9869008222e+05, 5.1767908371e-01, 1.0644379101e-01, 5.9624188672e-01
4.7747747748e-01, -5.9944230628e+05, 5.1675767815e-01, 4.9082708331e-01, 5.9699365857e-01
4.7847847848e-01, -6.0019222733e+05, 5.1583543028e-01, 1.0638914670e-01, 5.9774313241e-01
4.7947947948e-01, -6.0093985317e+05, 5.1491234848e-01, 4.9238192292e-01, 5.9849031602e-01
4.8048048048e-01, -6.0168519159e+05, 5.1398844107e-01, 1.0632991375e-01, 5.9923521716e-01
4.8148148148e-01, -6.0242825039e+05, 5.1306371626e-01, 4.9393218946e-01, 5.9997784358e-01
4.8248248248e-01, -6.0316903731e+05, 5.1213818221e-01, 1.0626612326e-01, 6.0071820300e-01
4.8348348348e-01, -6.0390756010e+05, 5.1121184695e-01, 4.9547791394e-01, 6.0145630315e-01
4.8448448448e-01, -6.0464382650e+05, 5.1028471849e-01, 1.0619780617e-01, 6.0219215171e-01
4.8548548549e-01, -6.0537784422e+05, 5.0935680471e-01, 4.9701912724e-01, 6.0292575635e-01
4.8648648649e-01, -6.0610962094e+05, 5.0842811344e-01, 1.0612499329e-01, 6.0365712475e-01
4.8748748749e-01, -6.0683916434e+05, 5.0749865243e-01, 4.9855586012e-01, 6.0438626454e-01
4.8848848849e-01, -6.0756648208e+05, 5.0656842933e-01, 1.0604771531e-01, 6.0511318335e-01
4.8948948949e-01, -6.0829158180e+05, 5.0563745175e-01, 5.0008814318e-01, 6.0583788879e-01
4.9049049049e-01, -6.0901447112e+05, 5.0470572719e-01, 1.0596600276e-01, 6.0656038845e-01
4.9149149149e-01, -6.0973515765e+05, 5.0377326310e-01, 5.0161600688e-01, 6.0728068989e-01
4.9249249249e-01, -6.1045364898e+05, 5.0284006683e-01, 1.0587988603e-01, 6.0799880068e-01
4.9349349349e-01, -6.1116995266e+05, 5.0190614569e-01, 5.0313948155e-01, 6.0871472835e-01
4.9449449449e-01, -6.1188407625e+05, 5.0097150690e-01, 1.0578939537e-01, 6.0942848041e-01
4.9549549550e-01, -6.1259602728e+05, 5.0003615759e-01, 5.0465859736e-01, 6.1014006437e-01
4.9649649650e-01, -6.1330581326e+05, 4.9910010485e-01, 1.0569456089e-01, 6.1084948771e-01
4.9749749750e-01, -6.1401344169e+05, 4.9816335569e-01, 5.0617338434e-01, 6.1155675790e-01
4.9849849850e-01, -6.1471892003e+05, 4.9722591703e-01, 1.0559541254e-01, 6.1226188236e-01
4.9949949950e-01, -6.1542225576e+05, 4.9628779576e-01, 5.0768387238e-01, 6.1296486854e-01
5.0050050050e-01, -6.1612345630e+05, 4.9534899866e-01, 1.0549198013e-01, 6.1366572384e-01
5.0150150150e-01, -6.1682252906e+05, 4.9440953247e-01, 5.0919009121e-01, 6.1436445565e-01
5.0250250250e-01, -6.1751948146e+05, 4.9346940385e-01, 1.0538429332e-01, 6.1506107133e-01
5.0350350350e-01, -6.1821432087e+05, 4.9252861940e-01, 5.1069207040e-01, 6.1575557825e-01
5.0450450450e-01, -6.1890705465e+05, 4.9158718566e-01, 1.0527238161e-01, 6.1644798371e-01
5.0550550551e-01, -6.1959769015e+05, 4.9064510908e-01, 5.1218983941e-01, 6.1713829506e-01
5.0650650651e-01, -6.2028623468e+05, 4.8970239607e-01, 1.0515627437e-01, 6.1782651956e-01
5.0750750751e-01, -6.2097269554e+05, 4.8875905298e-01, 5.1368342749e-01, 6.1851266450e-01
5.0850850851e-01, -6.2165708003e+05, 4.8781508607e-01, 1.0503600080e-01, 6.1919673714e-01
5.0950950951e-01, -6.2233939540e+05, 4.8687050157e-01, 5.1517286378e-01, 6.1987874471e-01
5.1051051051e-01, -6.2301964890e+05, 4.8592530561e-01, 1.0491158993e-01, 6.2055869442e-01
5.1151151151e-01, -6.2369784775e+05, 4.8497950429e-01, 5.1665817724e-01, 6.2123659347e-01
5.1251251251e-01, -6.2437399916e+05, 4.8403310365e-01, 1.0478307066e-01, 6.2191244904e-01
5.1351351351e-01, -6.2504811031e+05, 4.8308610964e-01, 5.1813939669e-01, 6.2258626828e-01
5.1451451451e-01, -6.2572018837e+05, 4.8213852819e-01, 1.0465047172e-01, 6.2325805833e-01
5.1551551552e-01, -6.2639024047e+05, 4.8119036513e-01, 5.1961655079e-01, 6.2392782632e-01
